molecule,betweenness
NM_001127211,12288.72980804965
NM_001258298,12288.72980804965
NM_018330,12288.72980804965
NM_005436,12288.556368481166
NM_182580,12287.15418783785
NM_015555,12284.962947879338
NM_199190,12281.970559157671
XM_047440347,12271.738005996978
XM_047416694,12254.34530726592
NM_001042371,12245.144816916725
NM_001136127,12244.065505169609
NM_001350204,12244.065505169609
NM_015569,12244.065505169609
NM_145650,12240.692530118042
NM_018439,12238.995139627043
NM_001169117,12221.779127223017
NM_001169118,12221.779127223017
NM_020860,12221.779127223017
NM_001242589,12215.661865358268
NM_001372169,12212.236579570388
NM_001142700,12210.97525528202
NM_001351274,12210.97525528202
NM_003051,12209.467536034925
NM_001321877,12207.593988501034
NM_001029863,12206.663425703851
NM_153815,12200.908664593546
NM_001301228,12199.9818716499
NM_024494,12196.601917874703
NM_001015045,12195.455983410126
NM_001265578,12195.455983410126
NM_001265580,12195.455983410126
XM_024446771,12183.135717071698
NM_016200,12177.038237251702
XM_047420911,12176.977779485054
NM_020204,12174.245926042595
NM_006218,12169.09841145278
NM_015135,12166.893958479157
NM_024963,12166.893958479157
XM_047418638,12164.700077866604
NM_174942,12162.577618488365
NM_001243764,12159.266888968046
NM_001243765,12159.266888968046
NM_001317182,12158.72769752119
NM_001317183,12158.72769752119
NM_001330246,12158.72769752119
NM_001372062,12154.82835529088
NM_001178092,12147.54726917626
NM_001178093,12147.54726917626
NM_022063,12137.982006239485
NM_001378418,12133.175640173293
NM_000947,12133.174458975293
NM_001385113,12133.174458975293
NM_001385114,12133.174458975293
NM_005419,12133.174458975293
XM_047437119,12133.174458975293
NM_018602,12127.419764885606
NM_032051,12120.988021897296
NM_020859,12119.871719130033
XM_047430436,12118.694457027448
NM_030939,12115.919878711758
NM_001076683,12106.107758776277
NM_001301084,12106.107758776277
XM_047435463,12103.255743797217
XM_047435467,12103.255743797217
NM_001330068,12077.401838476913
NM_006603,12063.976572835752
NM_001256164,12057.864416775332
NM_032833,12057.864416775332
NM_015132,12056.122789654848
XM_047446353,12055.64357019442
NM_001370165,12053.306088130965
NM_001370167,12053.306088130965
NM_001201465,12052.410784713518
NM_001377972,12050.15676421455
NM_001302109,12047.212840969816
NM_001324085,12047.212840969816
XM_011522647,12047.212840969816
XM_011545234,12047.212840969816
NM_001308445,12039.917563075478
NM_002835,12038.858874553183
NM_001046,12038.42447279272
NM_001256461,12038.42447279272
NM_001173489,12034.376352114592
NM_001173490,12034.376352114592
NM_001330476,12033.76411166997
NM_001173512,12031.11785810024
NM_001346343,12031.11785810024
NM_138777,12031.11785810024
NM_001008405,12030.686400940347
NM_014956,12030.686400940347
XM_047441175,12030.686400940347
NM_001145648,12026.23218634941
NM_002891,12026.23218634941
NM_194332,12025.072086181583
XM_024449662,12021.779177254826
NM_001253699,12019.13946654519
NM_007276,12016.572280777873
NM_000064,12014.030872775615
XM_005248849,12014.030872775615
NM_000141,12013.535581567596
NM_001144917,12013.535581567596
NM_001320658,12013.535581567596
NM_014011,12005.041382087908
NM_144949,12005.041382087908
NM_025015,12002.160181534211
NM_001242785,11995.390903073254
NM_001251971,11986.722950451145
NM_001007278,11984.861719401606
NM_213590,11984.861719401606
NM_000961,11980.078046478544
NM_001324216,11979.145598408182
NM_001166139,11978.336035722361
NM_130439,11974.384487639698
NM_001165946,11973.245508771937
NM_001322793,11973.245508771937
NM_004969,11973.245508771937
NM_005507,11961.479689322168
NM_001282859,11953.802515117362
NM_001278249,11948.015490698397
NM_001286445,11945.3199754162
NM_001352618,11941.043461147867
NM_001365201,11941.043461147867
NM_003042,11941.043461147867
XM_005265411,11941.043461147867
XM_017007071,11941.043461147867
NM_006260,11938.518134549611
XM_017009329,11932.880923877532
NM_001146283,11931.747216362432
NM_015084,11920.493975784184
NM_001382445,11917.49156376668
NM_001258418,11916.56033761908
NM_001384657,11916.56033761908
NM_005871,11915.46648236084
NM_006047,11911.633015168858
NM_152838,11911.633015168858
NM_000376,11909.59394243112
NM_000457,11909.59394243112
NM_001017536,11909.59394243112
NM_001030003,11909.59394243112
NM_001039459,11909.59394243112
NM_001360016,11909.59394243112
NM_001364085,11909.59394243112
NM_175914,11909.59394243112
NM_198595,11909.59394243112
NM_006838,11906.112612310622
NM_014010,11906.112612310622
NM_004934,11899.88189762988
NM_002598,11897.729063138187
NM_001714,11896.613271122496
NM_181869,11893.075883561674
XM_011520803,11893.075883561674
NM_001008910,11886.023601832576
NM_001013659,11885.662016340162
XM_047438818,11885.662016340162
XM_047438821,11885.662016340162
NM_004437,11875.949770311581
NM_001348063,11873.377473128778
NM_001174126,11868.234949283047
NM_014783,11868.234949283047
NM_014334,11864.743939932387
NM_000722,11861.515986893637
NM_001366867,11861.515986893637
XM_005250574,11861.515986893637
NM_015002,11861.150883100276
NM_033624,11861.150883100276
NM_001363995,11860.357715039478
NM_001363998,11860.357715039478
NM_001363999,11860.357715039478
NM_001364000,11860.357715039478
NM_001364001,11860.357715039478
NM_001146028,11858.359954076968
NM_032452,11858.359954076968
NM_001135575,11857.578415445918
NM_024717,11854.709424723986
NM_001400026,11852.365770548236
NM_001018116,11852.15637446377
NM_001319142,11848.309533183665
XM_047432077,11838.074466743605
NM_014423,11838.004010407465
NM_001009608,11837.977887900302
NM_001024674,11825.58035076084
NM_003671,11825.58035076084
NM_001258296,11824.408044271484
XM_047437577,11818.39501443448
NM_001146278,11813.823611588818
NM_001330103,11808.754920751395
NM_003016,11801.767351397471
NM_020923,11797.937741122036
NM_001282918,11778.172669750196
NM_020336,11778.172669750196
XM_047424995,11772.491714258562
NM_005458,11757.814330297037
NM_001143912,11754.406135246407
NM_001143913,11754.406135246407
NM_001143914,11754.406135246407
NM_001143915,11754.406135246407
NM_152660,11754.406135246407
NM_001136161,11749.66694448829
NM_001369736,11748.733344410093
NM_001146155,11741.335464163982
NM_001270520,11713.461711292332
NM_014992,11713.461711292332
NM_001330677,11696.382792212486
NM_001007024,11692.519701267605
NM_001007025,11692.519701267605
NM_004871,11692.519701267605
XM_017025375,11692.519701267605
NM_033632,11684.676445093597
NM_003415,11650.52335423504
NM_018534,11645.692584286864
NM_001164751,11639.434705550933
NM_032468,11639.434705550933
NM_001319035,11638.149286800926
NM_001098635,11633.433064893712
NM_001256585,11633.433064893712
NM_006990,11633.433064893712
NM_007283,11633.433064893712
NM_001378590,11632.80955133624
NM_015990,11631.544204801088
NM_003855,11626.09989725958
NM_198570,11623.84409017656
NM_001330491,11620.800704992324
NM_001199763,11619.354384990937
NM_001199764,11619.354384990937
NM_001204856,11619.354384990937
NM_001282291,11619.354384990937
NM_001288786,11619.354384990937
NM_001288787,11619.354384990937
NM_004613,11619.354384990937
NM_024041,11619.354384990937
XM_017010781,11619.250802548491
XM_017010782,11619.250802548491
XM_047437182,11614.557994710307
NM_005513,11601.048662014742
NM_173207,11598.747063517367
NM_006076,11594.894245213756
NM_001365609,11583.268620824396
NM_001308155,11581.370470233598
NM_001330553,11575.902560224733
NM_198465,11572.779897356642
NM_201432,11565.470956212814
XM_047436956,11565.470956212814
NM_001099270,11562.888073352402
NM_019001,11562.161075050844
NM_001386166,11552.646509335675
NM_080927,11550.472252715888
NM_001365068,11540.45405248589
NM_138709,11539.197739199108
XM_011542166,11534.958063253449
NM_001313972,11532.016848516487
NM_004936,11531.550644302632
NM_005819,11527.22539041146
NM_001389264,11526.709292486248
NM_015436,11519.632419650226
NM_001365127,11502.972732724009
NM_002406,11498.523132223541
NM_001289190,11488.900362701126
NM_032012,11486.937833310805
NM_001128166,11484.991907533275
NM_001128167,11484.991907533275
NM_001207055,11477.01937078458
NM_001207056,11477.01937078458
NM_001190980,11471.647034320426
NM_001386174,11464.57795986915
NM_001364602,11455.573621529646
NM_001252090,11452.048797602305
NM_001252092,11452.048797602305
NM_181877,11452.048797602305
NM_000202,11442.68277542274
NM_152405,11441.921729169255
NM_001130685,11433.002068778227
NM_001244808,11428.377862690044
NM_001244810,11428.377862690044
NM_001349338,11428.377862690044
NM_001349341,11428.377862690044
NM_020820,11416.777926048278
NM_001128833,11416.077952308628
NM_001323374,11411.395802944462
NM_001350841,11392.898663933676
NM_015984,11392.898663933676
NM_201570,11391.86014298459
NM_001128149,11379.948324202935
NM_001261395,11376.13212663654
NM_001604,11370.899534660677
NM_001199579,11355.59699609952
NM_001394432,11355.59699609952
NM_001394440,11355.59699609952
NM_015374,11355.59699609952
XM_047441312,11355.59699609952
NM_016133,11353.217977759328
NM_001007267,11352.638647498403
NM_001198617,11338.954054413673
NM_001354060,11335.938419945345
NM_022758,11328.529612569344
NM_203506,11319.579609773818
NM_001278469,11314.574463235722
NM_015562,11306.390143013583
NM_001282441,11306.018728870189
NM_001136543,11303.237872890331
NM_002254,11303.237872890331
NM_001304376,11303.100556213545
NM_002444,11303.100556213545
NM_004321,11303.100556213545
XM_011530959,11303.100556213545
XM_047442130,11303.100556213545
NM_001128924,11296.54148497104
NM_001165963,11296.24546296056
NM_001363825,11292.51826419572
NM_001288997,11292.095588758786
NM_001363823,11286.617365819055
NM_001363875,11286.617365819055
NM_001377959,11286.617365819055
NM_001077703,11276.458831988712
NM_001146111,11276.458831988712
NM_001146113,11276.458831988712
NM_017944,11269.169741066202
NM_001293298,11268.099636676685
NM_001293304,11268.099636676685
XM_005248833,11262.708726918478
NM_001184937,11249.216827371924
NM_001277091,11238.614469987584
NM_001387,11234.056958234025
NM_001350673,11231.642885515485
NM_001350695,11231.642885515485
NM_001350696,11231.642885515485
NM_194454,11231.642885515485
NM_000243,11222.019966507118
NM_138444,11221.696667006165
NM_001031623,11216.667195463944
XM_011514462,11216.667195463944
NM_178425,11200.299833128556
NM_001287012,11200.233499210139
NM_001287014,11200.233499210139
NM_002398,11199.553829348399
NM_001304339,11198.072061062532
NM_015061,11198.072061062532
NM_020717,11197.273785073658
NM_016485,11196.35172087038
NM_001322177,11193.72430187168
NM_080676,11191.54731656881
XM_011525502,11188.684774701182
NM_001355437,11183.73019692206
XM_005263514,11183.73019692206
XM_011542321,11183.73019692206
XM_011542322,11183.73019692206
XM_047432867,11183.73019692206
XM_047432870,11183.73019692206
NM_001305002,11179.9387596211
NM_001008388,11178.475140211809
NM_001197234,11169.375038953176
NM_001330533,11169.375038953176
NM_015069,11169.375038953176
NM_177551,11169.375038953176
XM_017023078,11169.375038953176
XM_047433810,11169.375038953176
NM_001322879,11160.781646051333
NM_001368265,11160.781646051333
XM_011519510,11160.781646051333
NM_001318475,11160.629731076047
NM_032971,11159.899433291308
NM_145167,11159.058890266208
NM_001201546,11156.839103262842
XM_017027111,11153.037636218738
NM_001290215,11145.791053555815
NM_001004301,11135.638830171907
XM_017025372,11134.935340650707
NM_001173463,11134.769208272246
NM_001173465,11134.769208272246
NM_025160,11133.808847340808
NM_001126129,11118.855918744652
NM_001193582,11116.321689947365
NM_005010,11116.321689947365
NM_018257,11090.076665313918
NM_004229,11088.170981677036
NM_001136049,11069.232182686159
NM_033029,11069.232182686159
NM_001130527,11068.196688492817
NM_001130528,11068.196688492817
NM_001366844,11064.548308644398
NM_001366845,11064.548308644398
NM_004441,11061.026461559482
NM_001172659,11059.122339729294
NM_014505,11057.2422618688
NM_201380,11057.2422618688
NM_001198549,11056.749685113067
NM_001098497,11053.317491149532
NM_133454,11053.317491149532
NM_000637,11041.624373820494
NM_001377297,11026.170301356693
NM_004428,11026.170301356693
NM_130896,11022.051011261057
NM_001242415,11021.99617800681
NM_001165,11015.696581113976
NM_182962,11015.696581113976
NM_001204450,11014.321094846679
NM_001204451,11014.321094846679
NM_003137,11008.034020052974
NM_001163523,11007.93821033039
XM_011526048,11002.699009862956
NM_002908,11000.053414054935
NM_018320,10993.300239035874
NM_033302,10991.520574559412
NM_018137,10982.059247538491
NM_015362,10979.64930370237
NM_203414,10979.64930370237
NM_203415,10979.64930370237
NM_001297599,10975.070837099041
NM_152622,10975.070837099041
XM_047416839,10975.070837099041
NM_001367714,10960.091250065578
NM_001127184,10936.100955770908
NM_001178121,10935.521304095122
NM_001164615,10931.534278498813
NM_001164616,10931.534278498813
NM_032427,10923.248867216776
NM_198551,10916.211938212806
NM_001377335,10904.917913263736
NM_000138,10903.910836135246
NM_001257144,10884.769948218047
NM_001257145,10884.769948218047
NM_030653,10884.769948218047
NM_001130727,10884.6181520272
NM_001258345,10884.6181520272
NM_001258346,10884.6181520272
NM_001289698,10884.6181520272
NM_001317849,10884.6181520272
NM_001330748,10884.6181520272
NM_001385940,10884.6181520272
NM_007098,10884.6181520272
NM_019555,10884.6181520272
NM_145048,10884.6181520272
NM_001242892,10879.279952851535
NM_001242893,10879.279952851535
NM_001145549,10876.130757720288
XM_011519906,10874.406603741185
NM_013354,10859.794183894535
NM_000757,10851.350372023451
NM_001199775,10845.845674600489
NM_001304,10845.845674600489
NM_206933,10833.79834329349
NM_001167882,10817.111695463489
NM_004972,10810.450165302154
XM_047430829,10802.322303832872
NM_152240,10796.57954356494
NM_181458,10784.616377435583
NM_001370486,10782.969352711472
NM_001319190,10771.343378094703
NM_001292006,10770.532202093236
NM_175733,10770.177129771117
NM_153188,10765.971762107049
NM_004438,10765.86900767703
NM_001167945,10760.694046922408
NM_001330060,10760.694046922408
NM_015443,10756.642616581543
NM_001354642,10755.63764252532
NM_001111032,10753.513015121747
NM_001042572,10747.562272782405
NM_001368125,10736.499790096823
NM_001205247,10713.104254842845
NM_001006657,10708.980325370825
NM_001282663,10708.980325370825
NM_001362848,10708.980325370825
NM_001362850,10708.980325370825
NM_015199,10708.866162591048
NM_001277090,10708.530505847451
NM_001277092,10708.530505847451
NM_199341,10701.840982012576
NM_015250,10692.651359081046
NM_001330348,10687.175209979987
NM_018702,10682.769394129127
XM_024451165,10677.008293447097
NM_001198609,10671.035959745705
NM_001044305,10667.450776207897
NM_001281439,10667.450776207897
NM_021940,10667.450776207897
NM_020205,10654.29661598286
NM_000672,10649.714373075614
NM_001286061,10644.493445167132
NM_144977,10642.658764250316
XM_047416199,10638.841352201951
NM_014863,10635.05884188716
NM_001318253,10620.898358894363
NM_133171,10620.898358894363
NM_005859,10618.320703994714
NM_173600,10612.344270206595
NM_001145076,10606.83518357574
NM_001319652,10596.782202972476
NM_001185076,10593.236988933899
NM_001143970,10586.980713205066
NM_001143971,10586.980713205066
NM_001206938,10581.718321537886
NM_014719,10581.718321537886
NM_032142,10578.449027985187
NM_203458,10566.042022998436
NM_004509,10561.571811173744
NM_006261,10561.571811173744
NM_001300976,10552.29440671219
NM_001300977,10552.29440671219
NM_001282540,10547.895814447018
XM_011524340,10547.895814447018
NM_001408,10546.976458680121
XM_017005738,10542.34224767348
XM_047447477,10542.34224767348
NM_001018054,10534.91755497536
NM_001278240,10534.687527691663
NM_197977,10534.687527691663
NM_018128,10523.845794810706
NM_001319141,10518.485452925339
NM_013411,10518.485452925339
NM_174908,10508.729823889658
NM_020693,10506.526839211883
NM_001202403,10490.947761652584
NM_207396,10488.136945488945
XM_047424527,10482.840853817386
NM_032776,10479.578537359715
NM_006391,10466.57667252657
NM_001009922,10460.385229508445
NM_001278536,10460.385229508445
NM_001144918,10453.09927828727
NM_001287745,10438.050747553176
NM_001145103,10434.704302385077
NM_000124,10426.969513121207
XM_047431935,10426.969513121207
NM_001035254,10421.028233706758
NM_006145,10421.028233706758
NM_203305,10421.028233706758
XM_006722733,10421.028233706758
XM_011527956,10421.028233706758
XM_047438746,10421.028233706758
NM_173518,10417.44051816947
NM_001142678,10415.742575123735
NM_001204803,10415.742575123735
NM_145280,10413.303234054645
NM_173475,10411.101493736776
NM_152550,10404.599765619576
XM_011541812,10403.460531659795
NM_001293274,10402.525659138957
NM_153035,10401.728013315318
NM_001127715,10393.631828090256
NM_139244,10393.631828090256
NM_001122956,10387.938007610337
NM_001284313,10387.938007610337
NM_014063,10387.938007610337
NM_001195684,10383.100843272741
NM_001288742,10381.040467573368
NM_001165033,10380.39403187254
NM_001329226,10380.39403187254
NM_016248,10355.631163309265
NM_175849,10353.197805295717
NM_001136530,10349.166459263262
NM_024165,10345.986860824205
NM_020394,10336.895268782308
NM_024911,10332.472820198402
NM_025250,10323.403934476197
NM_001347723,10317.966460024185
XM_005265448,10316.951998566416
NM_000129,10306.401794670912
NM_002412,10293.654921973237
NM_002223,10291.526890953777
NM_001378157,10287.070225172096
XM_017017220,10286.050616998944
NM_017582,10285.667074330402
NM_002267,10280.446527446673
NM_001031672,10279.766667032767
XM_047449595,10261.59786297776
NM_000108,10260.535537826336
XM_005251855,10256.390469304946
NM_001114172,10248.452181859822
NM_022405,10248.452181859822
NM_001290264,10238.45992151144
NM_001354735,10238.21194123852
NM_001354743,10238.21194123852
NM_182643,10236.573750462907
NM_198715,10231.367168439578
NM_001008390,10223.800844792777
NM_001949,10221.901977338064
NM_001164502,10217.482372520863
NM_020647,10217.482372520863
NM_002316,10213.5205119745
NM_000264,10211.357252507698
NM_001287501,10210.882023704724
XM_017011903,10210.882023704724
XM_047420082,10210.882023704724
XM_047449235,10206.137718132843
NM_001271949,10203.287929027843
NM_001271950,10203.287929027843
NM_005100,10193.564078138275
NM_144497,10193.564078138275
NM_001304795,10191.458389950494
XM_017003622,10179.594493199362
NM_001144775,10179.357893679147
NM_017794,10174.564638010692
XM_005247269,10171.113677630285
XM_011512619,10171.113677630285
NM_014030,10161.423329338022
NM_000926,10159.172420175733
NM_012464,10141.545879759075
NM_006763,10134.911131266828
NM_001258214,10132.63108538995
NM_001258215,10132.63108538995
NM_001258216,10132.63108538995
XM_005270827,10132.63108538995
XM_017001203,10132.63108538995
XM_047419669,10132.63108538995
NM_001143805,10129.54275939199
NM_001077704,10123.33368901344
NM_001161368,10122.547271249487
NM_174977,10122.547271249487
NM_001164390,10116.220093414984
NM_001079870,10110.147687611687
NM_001079871,10110.147687611687
NM_001130069,10110.147687611687
NM_001146333,10110.147687611687
NM_001195059,10110.147687611687
NM_001207009,10110.147687611687
NM_001242486,10110.147687611687
NM_001277331,10110.147687611687
NM_001282715,10110.147687611687
NM_001288989,10110.147687611687
NM_001363613,10110.147687611687
NM_004041,10110.147687611687
NM_015411,10110.147687611687
NM_018050,10110.147687611687
NM_020834,10110.147687611687
NM_021155,10110.147687611687
NM_176805,10110.147687611687
XM_011525522,10110.147687611687
XM_017002113,10110.147687611687
NM_198795,10106.147345607442
NM_001395003,10103.224364054167
NM_001395005,10103.224364054167
NM_002661,10097.41180752517
NM_001321643,10097.099853617092
NM_001145794,10090.01664690166
NM_001316968,10089.763075966186
NM_001386934,10087.088352643359
NM_001386935,10087.088352643359
NM_001387533,10086.401210774913
NM_001387546,10086.401210774913
NM_001387552,10086.401210774913
NM_001271938,10072.182108744671
NM_001351261,10072.182108744671
NM_025164,10069.004238339736
NM_002337,10059.44134853422
NM_001290216,10057.905172884535
NM_001290217,10057.905172884535
NM_001290277,10057.905172884535
NM_016152,10057.905172884535
XM_011543821,10051.507308618475
NM_032160,10036.099978821287
NM_018911,10033.532581903906
NM_207517,10029.560098124739
XM_011521825,10029.560098124739
NM_002840,10026.005965304099
NM_001330760,10023.543448412694
NM_153045,10023.543448412694
NM_002241,10017.177512724847
NM_001330364,10013.040767992861
NM_080626,10013.040767992861
NM_001003800,10010.48432051256
NM_001308201,10008.385704333255
NM_001018038,10005.922430708137
NM_020412,9991.978387300444
NM_004028,9991.495378889993
NM_001363401,9990.599158707973
NM_001164730,9985.450618986684
NM_001371279,9985.450618986684
XM_011533045,9985.450618986684
XM_047445534,9985.450618986684
XM_047445535,9985.450618986684
NM_001346143,9974.66104702809
NM_170679,9970.834425824372
NM_007297,9965.266839938218
NM_144726,9959.229237917018
NM_000554,9954.508698013948
NM_014488,9949.841061655326
NM_022484,9946.66947587457
NM_001306092,9945.08159265868
NM_002949,9945.08159265868
NM_080388,9945.08159265868
XM_005265301,9941.132639442223
XM_047448480,9941.132639442223
NM_022780,9938.086099994192
NM_181700,9935.945469864275
NM_212479,9930.910776086726
NM_001256167,9927.674159343389
NM_002010,9927.674159343389
NM_001374480,9925.51251472418
NM_001374483,9925.51251472418
NM_003703,9925.51251472418
NM_005220,9925.51251472418
XM_047431995,9925.51251472418
NM_001655,9924.628125201718
XM_047416722,9919.693228384689
NM_001142295,9911.108231472863
NM_004208,9900.377537990158
NM_001135768,9893.515688373896
NM_001135769,9893.515688373896
NM_006505,9893.515688373896
NM_000816,9892.996441801779
NM_198903,9892.996441801779
NM_018899,9881.55059279743
NM_153759,9879.597858828758
NM_001348998,9868.848086558308
NM_152904,9868.046539317198
NM_000394,9861.98794275863
NM_001035260,9861.98794275863
NM_001184881,9861.98794275863
NM_177441,9861.98794275863
NM_152680,9858.849343650976
NM_001191058,9853.33401040492
NM_001191056,9851.454262337835
NM_001386291,9851.190349630708
NM_001400605,9851.190349630708
NM_021244,9849.354768964507
NM_001242336,9844.367537766579
XM_017012369,9844.17201188023
NM_024689,9834.168781129621
NM_212472,9832.206821856798
NM_001369108,9830.415709012763
NM_001369112,9830.415709012763
NM_001178108,9828.314654927402
NM_001178113,9828.314654927402
NM_001178115,9828.314654927402
NM_001286772,9826.138585106444
NM_001352502,9826.138585106444
NM_001754,9825.556751011385
NM_001281766,9814.10232657742
NM_001195308,9812.713154182022
NM_015130,9809.292195771679
NM_004529,9806.06460436253
NM_000842,9798.415231930283
NM_001143831,9798.415231930283
NM_024620,9794.382237641352
NM_001009571,9793.405658557118
NM_017954,9793.405658557118
XM_047421034,9793.405658557118
NM_001178,9790.50928150705
NM_001146188,9781.47275570737
NM_014772,9777.492045276169
NM_002024,9773.700408148225
NM_004397,9769.814495749251
NM_001384131,9767.982202280029
NM_001204173,9766.64086346292
XM_024446261,9762.38311598372
NM_005732,9754.380284709609
NM_007298,9753.84700975656
NM_001286367,9752.41534295007
NM_174913,9752.41534295007
NM_001318479,9751.152174825493
NM_001370342,9751.152174825493
NM_003369,9751.152174825493
NM_015516,9751.152174825493
NM_017437,9750.989468800788
NM_005499,9747.033224094912
XM_005258404,9747.033224094912
XM_047422800,9740.502467142727
NM_001384253,9733.257633226687
NM_033300,9731.293396470715
NM_003565,9727.972470855844
NM_001256865,9725.962987414565
NM_001286164,9725.028208958935
NM_001193348,9721.898426062004
NM_001193350,9721.898426062004
NM_001308002,9721.898426062004
NM_001379081,9718.620509733308
NM_017774,9714.208646057978
NM_001009984,9689.488598428283
NM_001206836,9686.352175532682
XM_047448121,9684.867395651869
NM_001242894,9682.05977154442
NM_001242895,9682.05977154442
NM_024493,9682.05977154442
NM_004562,9678.67333103746
NM_013987,9678.67333103746
XM_017029551,9672.294202351188
NM_001199781,9665.643316019754
NM_002710,9657.772084587472
XM_011531678,9656.187974358369
NM_000073,9654.539338131532
NM_001489,9640.598579520754
XM_005251917,9640.598579520754
NM_001265609,9636.663140239703
NM_014965,9636.663140239703
NM_006699,9634.892833296848
NM_001048200,9633.41862464666
NM_001278163,9633.41862464666
NM_005734,9633.41862464666
NM_170665,9632.761424852944
XM_047436291,9629.629172605239
NM_014932,9626.828308994805
NM_001317007,9625.704869724854
NM_001317008,9625.704869724854
NM_001143889,9604.922598084935
NM_018045,9604.922598084935
NM_001130007,9603.058017544818
XM_011515921,9596.028455779862
NM_130838,9589.689354860147
NM_181500,9587.61379614208
NM_001136479,9581.008987470497
NM_001280560,9581.008987470497
NM_030920,9581.008987470497
NM_018315,9575.68134335087
NM_001010931,9568.647992348575
NM_001010933,9568.647992348575
XM_011516718,9564.057197163462
NM_001303429,9557.46729776016
NM_001378099,9550.476119633387
NM_001394666,9550.476119633387
NM_001394667,9550.476119633387
NM_181482,9550.476119633387
XM_011525737,9550.476119633387
NM_207045,9547.508490930522
NM_207046,9547.508490930522
NM_001379226,9545.9084998457
NM_001282485,9535.325552320153
NM_006259,9535.325552320153
NM_001018076,9528.617889523648
NM_005737,9519.025253329235
NM_001369654,9518.388305616532
NM_032271,9515.019398487482
NM_001254738,9510.854821042174
XM_047439262,9506.201770910131
XM_047439296,9506.201770910131
NM_001145313,9498.606592078439
NM_001258282,9498.379009335293
NM_032526,9495.519116548337
NM_003677,9492.930326766187
NM_001077445,9489.559333474594
NM_014735,9489.559333474594
NM_001301089,9489.13483197121
NM_001366935,9483.892318623712
NM_001146210,9464.459292638629
NM_001166301,9447.949312799412
NM_001033557,9446.226103258874
NM_002706,9446.226103258874
NM_177969,9446.226103258874
NM_002829,9434.22059777374
NM_001354546,9434.147892568304
NM_001320674,9420.055717240311
NM_138270,9410.891213834135
NM_001172828,9409.06493217325
NM_016258,9409.06493217325
NM_001271953,9402.290421514383
NM_013448,9399.44210567454
NM_181349,9397.114535204011
NM_001004308,9394.823090507782
NM_001395362,9394.823090507782
NM_001319305,9389.385474520337
NM_001358451,9389.385474520337
XM_047436306,9385.697776929772
NM_001135700,9384.968510548633
NM_015186,9380.061406665121
XM_047429149,9379.716816007814
NM_000121,9376.171513338833
NM_138806,9373.441385003049
NM_170780,9373.441385003049
XM_047422330,9372.024181223735
NM_005763,9367.81661320189
NM_001166050,9352.598445122272
NM_002897,9347.953063713641
NM_001001349,9346.081537912854
NM_001144927,9346.081537912854
NM_001144928,9346.081537912854
NM_001144929,9346.081537912854
NM_001165038,9346.081537912854
NM_007047,9346.081537912854
NM_017595,9346.081537912854
NM_024971,9345.497070507827
NM_206947,9345.497070507827
NM_032315,9334.969360530944
NM_030626,9330.090987493382
NM_001278549,9313.768963768292
NM_002015,9313.552441815646
NM_003714,9309.319753230173
NM_001172767,9308.442605375443
XM_047443961,9305.073017247423
XM_017027968,9301.51872674304
XM_047421897,9300.967385404956
XM_047427603,9290.226695076619
XM_047427605,9290.226695076619
NM_004798,9277.77455923569
XM_017028756,9271.320650362048
NM_001288738,9271.279969891766
NM_152527,9271.279969891766
NM_001130963,9271.047459579082
NM_001256095,9258.470213753837
NM_005964,9258.470213753837
XM_017024678,9258.470213753837
NM_001142610,9255.08719611566
NM_001423,9253.831092284043
NM_145738,9253.174559589685
NM_001100913,9237.328300710553
NM_001243127,9237.328300710553
NM_004618,9237.328300710553
NM_015197,9237.328300710553
NM_000368,9226.029824989231
XM_005272211,9226.029824989231
XM_006717271,9226.029824989231
XM_017015098,9226.029824989231
NM_024672,9219.844849296147
NM_018443,9214.542150131301
NM_001130960,9208.13317093962
NM_014996,9208.13317093962
NM_173601,9208.059510400291
NM_001105573,9189.820853832955
NM_030571,9189.820853832955
NM_001326542,9188.987722158607
NM_006298,9188.636515767246
NM_001195733,9185.151045565306
NM_001330191,9171.073710786623
NM_001376556,9167.167228864639
NM_014883,9162.919279191052
XM_005256564,9157.062515122694
NM_000874,9149.370034364812
NM_001289125,9149.370034364812
NM_024754,9149.370034364812
NM_207584,9149.370034364812
NM_001366735,9146.11922710803
NM_001130081,9135.742636369012
NM_017754,9124.508715509568
NM_003243,9122.746996204196
NM_020810,9122.534752696918
NM_201592,9121.586370002417
NM_001134709,9120.359929324237
NM_003472,9120.359929324237
NM_001352913,9113.042515963447
NM_002719,9113.042515963447
NM_001198542,9112.73544200051
NM_001198543,9112.73544200051
NM_001382395,9105.804468595506
NM_001322406,9099.053447736373
NM_015491,9099.053447736373
NM_001282440,9096.304071867044
XM_047431437,9093.97935102647
NM_013283,9081.719643571803
NM_182796,9081.719643571803
NM_001190881,9067.545396836633
NM_001190882,9067.545396836633
NM_181741,9067.545396836633
NM_181742,9067.545396836633
NM_001099650,9066.51500186843
NM_181838,9061.995652931642
NM_001286264,9054.383918008998
NM_001286266,9054.383918008998
NM_020662,9054.383918008998
NM_001145678,9021.682977601404
NM_001388325,9021.682977601404
NM_001142479,9019.801486898408
NM_183078,9012.187744525252
NM_001024855,9005.663744322705
NM_013402,9004.412204425966
NM_001169122,9002.503163769727
NM_001169124,9002.503163769727
NM_002025,9002.503163769727
NM_024610,9001.001295181508
NM_001271010,9000.609190155656
NM_001261448,8999.946673494476
