molecule,localClusteringCoefficient
NM_001164556,0.0
NM_001164579,0.0
NM_001164586,0.0
NM_001164595,0.0
NM_001164603,0.0
NM_001164605,0.0
NM_001164615,0.0
NM_001164616,0.0
NM_001164623,0.0
NM_001164629,0.0
NM_001164664,0.0
NM_001164665,0.0
NM_001164673,0.0
NM_001164685,0.0
NM_001164687,0.0
NM_001164688,0.0
NM_001164694,0.0
NM_001164695,0.0
NM_001164715,0.0
NM_001164721,0.0
NM_001164722,0.0
NM_001164730,0.0
NM_001164731,0.0
NM_001164732,0.0
NM_001164737,0.0
NM_001164738,0.0
NM_001164746,0.0
NM_001164747,0.0
NM_001164748,0.0
NM_001164749,0.0
NM_001164750,0.0
NM_001164751,0.0
NM_001164753,0.0
NM_001164754,0.0
NM_001164755,0.0
NM_001164756,0.0
NM_001164757,0.0
NM_001164758,0.0
NM_001164760,0.0
NM_001164761,0.0
NM_001164766,0.0
NM_001164771,0.0
NM_001164779,0.0
NM_001164780,0.0
NM_001164781,0.0
NM_001164796,0.0
NM_001164821,0.0
NM_001164824,0.0
NM_001164825,0.0
NM_001164829,0.0
NM_001164831,0.0
NM_001164832,0.0
NM_001164836,0.0
NM_001164837,0.0
NM_001164839,0.0
NM_001164840,0.0
NM_001164841,0.0
NM_001164883,0.0
NM_001165,0.0
NM_001165032,0.0
NM_001165033,0.0
NM_001165034,0.0
NM_001165036,0.0
NM_001165037,0.0
NM_001165038,0.0
NM_001165039,0.0
NM_001165136,0.0
NM_001165255,0.0
NM_001165257,0.0
NM_001165258,0.0
NM_001165414,0.0
NM_001165415,0.0
NM_001165416,0.0
NM_001165881,0.0
NM_001165883,0.0
NM_001165884,0.0
NM_001165885,0.0
NM_001165886,0.0
NM_001165887,0.0
NM_001165893,0.0
NM_001165899,0.0
NM_001165920,0.0
NM_001165921,0.0
NM_001165924,0.0
NM_001165931,0.0
NM_001165937,0.0
NM_001165938,0.0
NM_001165946,0.0
NM_001165947,0.0
NM_001165962,0.0
NM_001165963,0.0
NM_001165966,0.0
NM_001165969,0.0
NM_001165970,0.0
NM_001165973,0.0
NM_001165975,0.0
NM_001165977,0.0
NM_001165978,0.0
NM_001165979,0.0
NM_001165993,0.0
NM_001165994,0.0
NM_001166005,0.0
NM_001166007,0.0
NM_001166010,0.0
NM_001166012,0.0
NM_001166036,0.0
NM_001166037,0.0
NM_001166038,0.0
NM_001166049,0.0
NM_001166050,0.0
NM_001166051,0.0
NM_001166052,0.0
NM_001166060,0.0
NM_001166061,0.0
NM_001166103,0.0
NM_001166104,0.0
NM_001166105,0.0
NM_001166108,0.0
NM_001166109,0.0
NM_001166110,0.0
NM_001166116,0.0
NM_001166119,0.0
NM_001166133,0.0
NM_001166135,0.0
NM_001166137,0.0
NM_001166139,0.0
NM_001166158,0.0
NM_001166159,0.0
NM_001166160,0.0
NM_001166161,0.0
NM_001166162,0.0
NM_001166167,0.0
NM_001166168,0.0
NM_001166169,0.0
NM_001166170,0.0
NM_001166171,0.0
NM_001166175,0.0
NM_001166176,0.0
NM_001166208,0.0
NM_001166209,0.0
NM_001166212,0.0
NM_001166222,0.0
NM_001166237,0.0
NM_001166242,0.0
NM_001166243,0.0
NM_001166244,0.0
NM_001166245,0.0
NM_001166246,0.0
NM_001166247,0.0
NM_001166260,0.0
NM_001166264,0.0
NM_001166265,0.0
NM_001166269,0.0
NM_001166270,0.0
NM_001166271,0.0
NM_001166276,0.0
NM_001166277,0.0
NM_001166278,0.0
NM_001166279,0.0
NM_001166283,0.0
NM_001166284,0.0
NM_001166285,0.0
NM_001166286,0.0
NM_001166287,0.0
NM_001166289,0.0
NM_001166290,0.0
NM_001166293,0.0
NM_001166294,0.0
NM_001166295,0.0
NM_001166301,0.0
NM_001166340,0.0
NM_001166345,0.0
NM_001166356,0.0
NM_001166357,0.0
NM_001166358,0.0
NM_001166359,0.0
NM_001166373,0.0
NM_001166393,0.0
NM_001166415,0.0
NM_001166419,0.0
NM_001166448,0.0
NM_001166451,0.0
NM_001166496,0.0
NM_001166498,0.0
NM_001166533,0.0
NM_001166534,0.0
NM_001166598,0.0
NM_001166599,0.0
NM_001166600,0.0
NM_001166624,0.0
NM_001166686,0.0
NM_001166687,0.0
NM_001166688,0.0
NM_001166693,0.0
NM_001166695,0.0
NM_001166696,0.0
NM_001166698,0.0
NM_001166699,0.0
NM_001166700,0.0
NM_001166701,0.0
NM_001166702,0.0
NM_001166703,0.0
NM_001166704,0.0
NM_001167,0.0
NM_001167579,0.0
NM_001167580,0.0
NM_001167594,0.0
NM_001167595,0.0
NM_001167608,0.0
NM_001167621,0.0
NM_001167623,0.0
NM_001167624,0.0
NM_001167625,0.0
NM_001167667,0.0
NM_001167670,0.0
NM_001167674,0.0
NM_001167675,0.0
NM_001167681,0.0
NM_001167738,0.0
NM_001167741,0.0
NM_001167819,0.0
NM_001167820,0.0
NM_001167821,0.0
NM_001167822,0.0
NM_001167823,0.0
NM_001167830,0.0
NM_001167856,0.0
NM_001167857,0.0
NM_001167858,0.0
NM_001167880,0.0
NM_001167882,0.0
NM_001167903,0.0
NM_001167915,0.0
NM_001167916,0.0
NM_001167928,0.0
NM_001167929,0.0
NM_001167930,0.0
NM_001167931,0.0
NM_001167940,0.0
NM_001167941,0.0
NM_001167945,0.0
NM_001167970,0.0
NM_001167971,0.0
NM_001167972,0.0
NM_001168,0.0
NM_001168214,0.0
NM_001168216,0.0
NM_001168217,0.0
NM_001168221,0.0
NM_001168235,0.0
NM_001168236,0.0
NM_001168237,0.0
NM_001168238,0.0
NM_001168239,0.0
NM_001168271,0.0
NM_001168272,0.0
NM_001168278,0.0
NM_001168280,0.0
NM_001168316,0.0
NM_001168320,0.0
NM_001168322,0.0
NM_001168323,0.0
NM_001168324,0.0
NM_001168331,0.0
NM_001168335,0.0
NM_001168338,0.0
NM_001168340,0.0
NM_001168341,0.0
NM_001168342,0.0
NM_001168344,0.0
NM_001168347,0.0
NM_001168348,0.0
NM_001168355,0.0
NM_001168359,0.0
NM_001168360,0.0
NM_001168361,0.0
NM_001168362,0.0
NM_001168363,0.0
NM_001168374,0.0
NM_001168376,0.0
NM_001168377,0.0
NM_001168378,0.0
NM_001168379,0.0
NM_001168388,0.0
NM_001168390,0.0
NM_001168393,0.0
NM_001168394,0.0
NM_001168398,0.0
NM_001168399,0.0
NM_001168401,0.0
NM_001168412,0.0
NM_001168468,0.0
NM_001168499,0.0
NM_001168618,0.0
NM_001168647,0.0
NM_001168648,0.0
NM_001168649,0.0
NM_001168683,0.0
NM_001168724,0.0
NM_001169117,0.0
NM_001169118,0.0
NM_001169122,0.0
NM_001169124,0.0
NM_001170331,0.0
NM_001170402,0.0
NM_001170418,0.0
NM_001170460,0.0
NM_001170464,0.0
NM_001170543,0.0
NM_001170544,0.0
NM_001170553,0.0
NM_001170564,0.0
NM_001170569,0.0
NM_001170570,0.0
NM_001170580,0.0
NM_001170585,0.0
NM_001170587,0.0
NM_001170588,0.0
NM_001170628,0.0
NM_001170629,0.0
NM_001170631,0.0
NM_001170633,0.0
NM_001170634,0.0
NM_001170635,0.0
NM_001170637,0.0
NM_001170670,0.0
NM_001170700,0.0
NM_001170701,0.0
NM_001170702,0.0
NM_001170703,0.0
NM_001170704,0.0
NM_001170722,0.0
NM_001170723,0.0
NM_001170738,0.0
NM_001170747,0.0
NM_001170750,0.0
NM_001170751,0.0
NM_001170755,0.0
NM_001170756,0.0
NM_001170765,0.0
NM_001170766,0.0
NM_001170779,0.0
NM_001170781,0.0
NM_001170784,0.0
NM_001170794,0.0
NM_001170804,0.0
NM_001170807,0.0
NM_001170808,0.0
NM_001170820,0.0
NM_001170905,0.0
NM_001170931,0.0
NM_001170961,0.0
NM_001170962,0.0
NM_001170963,0.0
NM_001171,0.0
NM_001171025,0.0
NM_001171080,0.0
NM_001171111,0.0
NM_001171132,0.0
NM_001171133,0.0
NM_001171134,0.0
NM_001171137,0.0
NM_001171162,0.0
NM_001171163,0.0
NM_001171166,0.0
NM_001171167,0.0
NM_001171168,0.0
NM_001171170,0.0
NM_001171184,0.0
NM_001171197,0.0
NM_001171506,0.0
NM_001171507,0.0
NM_001171508,0.0
NM_001171509,0.0
NM_001171510,0.0
NM_001171511,0.0
NM_001171581,0.0
NM_001171603,0.0
NM_001171606,0.0
NM_001171610,0.0
NM_001171611,0.0
NM_001171613,0.0
NM_001171617,0.0
NM_001171622,0.0
NM_001171623,0.0
NM_001171624,0.0
NM_001171625,0.0
NM_001171626,0.0
NM_001171627,0.0
NM_001171628,0.0
NM_001171629,0.0
NM_001171630,0.0
NM_001171653,0.0
NM_001171654,0.0
NM_001171660,0.0
NM_001171661,0.0
NM_001171689,0.0
NM_001171747,0.0
NM_001171795,0.0
NM_001171796,0.0
NM_001171797,0.0
NM_001171798,0.0
NM_001171799,0.0
NM_001171812,0.0
NM_001171815,0.0
NM_001171816,0.0
NM_001171868,0.0
NM_001171887,0.0
NM_001171888,0.0
NM_001171905,0.0
NM_001171907,0.0
NM_001171908,0.0
NM_001171909,0.0
NM_001171930,0.0
NM_001171931,0.0
NM_001171933,0.0
NM_001171934,0.0
NM_001171941,0.0
NM_001171942,0.0
NM_001171944,0.0
NM_001171945,0.0
NM_001171946,0.0
NM_001171967,0.0
NM_001171971,0.0
NM_001171976,0.0
NM_001171979,0.0
NM_001171990,0.0
NM_001171991,0.0
NM_001172085,0.0
NM_001172087,0.0
NM_001172105,0.0
NM_001172128,0.0
NM_001172129,0.0
NM_001172130,0.0
NM_001172131,0.0
NM_001172133,0.0
NM_001172173,0.0
NM_001172225,0.0
NM_001172292,0.0
NM_001172303,0.0
NM_001172304,0.0
NM_001172411,0.0
NM_001172412,0.0
NM_001172415,0.0
NM_001172416,0.0
NM_001172418,0.0
NM_001172420,0.0
NM_001172428,0.0
NM_001172430,0.0
NM_001172431,0.0
NM_001172432,0.0
NM_001172435,0.0
NM_001172436,0.0
NM_001172438,0.0
NM_001172439,0.0
NM_001172501,0.0
NM_001172502,0.0
NM_001172504,0.0
NM_001172517,0.0
NM_001172557,0.0
NM_001172560,0.0
NM_001172566,0.0
NM_001172567,0.0
NM_001172568,0.0
NM_001172569,0.0
NM_001172574,0.0
NM_001172575,0.0
NM_001172623,0.0
NM_001172624,0.0
NM_001172630,0.0
NM_001172631,0.0
NM_001172633,0.0
NM_001172638,0.0
NM_001172639,0.0
NM_001172640,0.0
NM_001172643,0.0
NM_001172644,0.0
NM_001172645,0.0
NM_001172646,0.0
NM_001172649,0.0
NM_001172650,0.0
NM_001172651,0.0
NM_001172655,0.0
NM_001172656,0.0
NM_001172657,0.0
NM_001172658,0.0
NM_001172659,0.0
NM_001172660,0.0
NM_001172672,0.0
NM_001172673,0.0
NM_001172677,0.0
NM_001172679,0.0
NM_001172681,0.0
NM_001172682,0.0
NM_001172688,0.0
NM_001172690,0.0
NM_001172698,0.0
NM_001172699,0.0
NM_001172703,0.0
NM_001172704,0.0
NM_001172705,0.0
NM_001172712,0.0
NM_001172713,0.0
NM_001172732,0.0
NM_001172735,0.0
NM_001172739,0.0
NM_001172743,0.0
NM_001172745,0.0
NM_001172746,0.0
NM_001172766,0.0
NM_001172767,0.0
NM_001172773,0.0
NM_001172774,0.0
NM_001172775,0.0
NM_001172811,0.0
NM_001172814,0.0
NM_001172815,0.0
NM_001172828,0.0
NM_001172895,0.0
NM_001172896,0.0
NM_001172897,0.0
NM_001173128,0.0
NM_001173453,0.0
NM_001173454,0.0
NM_001173455,0.0
NM_001173456,0.0
NM_001173461,0.0
NM_001173462,0.0
NM_001173463,0.0
NM_001173464,0.0
NM_001173465,0.0
NM_001173468,0.0
NM_001173476,0.0
NM_001173486,0.0
NM_001173489,0.0
NM_001173490,0.0
NM_001173512,0.0
NM_001173516,0.0
NM_001173517,0.0
NM_001173523,0.0
NM_001173551,0.0
NM_001173552,0.0
NM_001173977,0.0
NM_001173982,0.0
NM_001173984,0.0
NM_001173990,0.0
NM_001173991,0.0
NM_001174051,0.0
NM_001174060,0.0
NM_001174061,0.0
NM_001174063,0.0
NM_001174064,0.0
NM_001174065,0.0
NM_001174068,0.0
NM_001174069,0.0
NM_001174071,0.0
NM_001174072,0.0
NM_001174080,0.0
NM_001174081,0.0
NM_001174082,0.0
NM_001174083,0.0
NM_001174088,0.0
NM_001174092,0.0
NM_001174093,0.0
NM_001174095,0.0
NM_001174096,0.0
NM_001174101,0.0
NM_001174102,0.0
NM_001174103,0.0
NM_001174116,0.0
NM_001174117,0.0
NM_001174124,0.0
NM_001174125,0.0
NM_001174126,0.0
NM_001174127,0.0
NM_001174129,0.0
NM_001174130,0.0
NM_001174146,0.0
NM_001174147,0.0
NM_001174150,0.0
NM_001174151,0.0
NM_001174156,0.0
NM_001174159,0.0
NM_001174160,0.0
NM_001177,0.0
NM_001177304,0.0
NM_001177306,0.0
NM_001177314,0.0
NM_001177315,0.0
NM_001177381,0.0
NM_001177382,0.0
NM_001177383,0.0
NM_001177384,0.0
NM_001177387,0.0
NM_001177413,0.0
NM_001177428,0.0
NM_001177431,0.0
NM_001177433,0.0
NM_001177465,0.0
NM_001177466,0.0
NM_001177478,0.0
NM_001177479,0.0
NM_001177519,0.0
NM_001177520,0.0
NM_001177547,0.0
NM_001177548,0.0
NM_001177549,0.0
NM_001177562,0.0
NM_001177563,0.0
NM_001177591,0.0
NM_001177597,0.0
NM_001177598,0.0
NM_001177599,0.0
NM_001177643,0.0
NM_001177663,0.0
NM_001177664,0.0
NM_001177665,0.0
NM_001177675,0.0
NM_001177693,0.0
NM_001177704,0.0
NM_001177711,0.0
NM_001177712,0.0
NM_001177842,0.0
NM_001177875,0.0
NM_001177984,0.0
NM_001177996,0.0
NM_001177998,0.0
NM_001177999,0.0
NM_001178,0.0
NM_001178000,0.0
NM_001178003,0.0
NM_001178008,0.0
NM_001178009,0.0
NM_001178010,0.0
NM_001178011,0.0
NM_001178014,0.0
NM_001178015,0.0
NM_001178016,0.0
NM_001178020,0.0
NM_001178030,0.0
NM_001178031,0.0
NM_001178034,0.0
NM_001178035,0.0
NM_001178036,0.0
NM_001178054,0.0
NM_001178055,0.0
NM_001178056,0.0
NM_001178057,0.0
NM_001178063,0.0
NM_001178074,0.0
NM_001178083,0.0
NM_001178085,0.0
NM_001178086,0.0
NM_001178087,0.0
NM_001178088,0.0
NM_001178091,0.0
NM_001178092,0.0
NM_001178093,0.0
NM_001178094,0.0
NM_001178096,0.0
NM_001178097,0.0
NM_001178099,0.0
NM_001178102,0.0
NM_001178106,0.0
NM_001178107,0.0
NM_001178108,0.0
NM_001178110,0.0
NM_001178111,0.0
NM_001178113,0.0
NM_001178115,0.0
NM_001178116,0.0
NM_001178119,0.0
NM_001178120,0.0
NM_001178121,0.0
NM_001178122,0.0
NM_001178123,0.0
NM_001178125,0.0
NM_001178130,0.0
NM_001178131,0.0
NM_001178133,0.0
NM_001178134,0.0
NM_001178137,0.0
NM_001178138,0.0
NM_001178139,0.0
NM_001178140,0.0
NM_001178141,0.0
NM_001178142,0.0
NM_001178145,0.0
NM_001184,0.0
NM_001184690,0.0
NM_001184691,0.0
NM_001184692,0.0
NM_001184693,0.0
NM_001184694,0.0
NM_001184700,0.0
NM_001184701,0.0
NM_001184714,0.0
NM_001184716,0.0
NM_001184720,0.0
NM_001184721,0.0
NM_001184722,0.0
NM_001184723,0.0
NM_001184727,0.0
NM_001184735,0.0
NM_001184740,0.0
NM_001184742,0.0
NM_001184743,0.0
NM_001184746,0.0
NM_001184747,0.0
NM_001184748,0.0
NM_001184749,0.0
NM_001184750,0.0
NM_001184763,0.0
NM_001184773,0.0
NM_001184774,0.0
NM_001184775,0.0
NM_001184776,0.0
NM_001184777,0.0
NM_001184781,0.0
NM_001184782,0.0
NM_001184783,0.0
NM_001184795,0.0
NM_001184801,0.0
NM_001184813,0.0
NM_001184815,0.0
NM_001184816,0.0
NM_001184819,0.0
NM_001184823,0.0
NM_001184824,0.0
NM_001184830,0.0
NM_001184833,0.0
NM_001184834,0.0
NM_001184836,0.0
NM_001184837,0.0
NM_001184866,0.0
NM_001184867,0.0
NM_001184870,0.0
NM_001184871,0.0
NM_001184872,0.0
NM_001184873,0.0
NM_001184879,0.0
NM_001184880,0.0
NM_001184881,0.0
NM_001184882,0.0
NM_001184883,0.0
NM_001184888,0.0
NM_001184896,0.0
NM_001184898,0.0
NM_001184900,0.0
NM_001184901,0.0
NM_001184902,0.0
NM_001184903,0.0
NM_001184904,0.0
NM_001184906,0.0
NM_001184924,0.0
NM_001184935,0.0
NM_001184937,0.0
NM_001184938,0.0
NM_001184939,0.0
NM_001184960,0.0
NM_001184962,0.0
NM_001184965,0.0
NM_001184966,0.0
NM_001184967,0.0
NM_001184975,0.0
NM_001184976,0.0
NM_001184977,0.0
NM_001184979,0.0
NM_001184985,0.0
NM_001184992,0.0
NM_001184998,0.0
NM_001184999,0.0
NM_001185009,0.0
NM_001185010,0.0
NM_001185011,0.0
NM_001185012,0.0
NM_001185015,0.0
NM_001185024,0.0
NM_001185054,0.0
NM_001185057,0.0
NM_001185072,0.0
NM_001185073,0.0
NM_001185074,0.0
NM_001185075,0.0
NM_001185076,0.0
NM_001185077,0.0
NM_001185078,0.0
NM_001185082,0.0
NM_001185090,0.0
NM_001185091,0.0
NM_001185092,0.0
NM_001185095,0.0
NM_001185096,0.0
NM_001185097,0.0
NM_001185098,0.0
NM_001185107,0.0
NM_001185112,0.0
NM_001185113,0.0
NM_001185114,0.0
NM_001185117,0.0
NM_001185118,0.0
NM_001185119,0.0
NM_001185176,0.0
NM_001185177,0.0
NM_001186,0.0
NM_001188,0.0
NM_001190201,0.0
NM_001190202,0.0
NM_001190214,0.0
NM_001190233,0.0
NM_001190259,0.0
NM_001190260,0.0
NM_001190263,0.0
NM_001190274,0.0
NM_001190316,0.0
NM_001190317,0.0
NM_001190383,0.0
NM_001190384,0.0
NM_001190388,0.0
NM_001190411,0.0
NM_001190412,0.0
NM_001190413,0.0
NM_001190417,0.0
NM_001190438,0.0
NM_001190440,0.0
NM_001190447,0.0
NM_001190455,0.0
NM_001190456,0.0
NM_001190457,0.0
NM_001190458,0.0
NM_001190468,0.0
NM_001190469,0.0
NM_001190479,0.0
NM_001190481,0.0
NM_001190482,0.0
NM_001190484,0.0
NM_001190716,0.0
NM_001190723,0.0
NM_001190728,0.0
NM_001190729,0.0
NM_001190730,0.0
NM_001190737,0.0
NM_001190738,0.0
NM_001190791,0.0
NM_001190796,0.0
NM_001190799,0.0
NM_001190801,0.0
NM_001190809,0.0
NM_001190810,0.0
NM_001190811,0.0
NM_001190821,0.0
NM_001190822,0.0
NM_001190823,0.0
NM_001190826,0.0
NM_001190847,0.0
NM_001190848,0.0
NM_001190849,0.0
NM_001190850,0.0
NM_001190860,0.0
NM_001190864,0.0
NM_001190879,0.0
NM_001190880,0.0
NM_001190881,0.0
NM_001190882,0.0
NM_001190899,0.0
NM_001190900,0.0
NM_001190906,0.0
NM_001190907,0.0
NM_001190918,0.0
NM_001190919,0.0
NM_001190945,0.0
NM_001190946,0.0
NM_001190947,0.0
NM_001190964,0.0
NM_001190977,0.0
NM_001190979,0.0
NM_001190980,0.0
NM_001190981,0.0
NM_001190983,0.0
NM_001190987,0.0
NM_001190992,0.0
NM_001190995,0.0
NM_001191005,0.0
NM_001191006,0.0
NM_001191007,0.0
NM_001191009,0.0
NM_001191013,0.0
NM_001191014,0.0
NM_001191022,0.0
NM_001191028,0.0
NM_001191029,0.0
NM_001191030,0.0
NM_001191031,0.0
NM_001191033,0.0
NM_001191035,0.0
NM_001191036,0.0
NM_001191037,0.0
NM_001191049,0.0
NM_001191055,0.0
NM_001191056,0.0
NM_001191057,0.0
NM_001191058,0.0
NM_001191059,0.0
NM_001191060,0.0
NM_001191061,0.0
NM_001191320,0.0
NM_001191321,0.0
NM_001191323,0.0
NM_001193267,0.0
NM_001193270,0.0
NM_001193272,0.0
NM_001193277,0.0
NM_001193278,0.0
NM_001193279,0.0
NM_001193285,0.0
NM_001193288,0.0
NM_001193301,0.0
NM_001193302,0.0
NM_001193304,0.0
NM_001193307,0.0
NM_001193318,0.0
NM_001193321,0.0
NM_001193322,0.0
NM_001193329,0.0
NM_001193331,0.0
NM_001193334,0.0
NM_001193340,0.0
NM_001193347,0.0
NM_001193348,0.0
NM_001193350,0.0
NM_001193360,0.0
NM_001193361,0.0
NM_001193363,0.0
NM_001193369,0.0
NM_001193370,0.0
NM_001193375,0.0
NM_001193376,0.0
NM_001193388,0.0
NM_001193389,0.0
NM_001193416,0.0
NM_001193417,0.0
NM_001193421,0.0
NM_001193424,0.0
NM_001193426,0.0
NM_001193427,0.0
NM_001193434,0.0
NM_001193435,0.0
NM_001193451,0.0
NM_001193453,0.0
NM_001193460,0.0
NM_001193461,0.0
NM_001193465,0.0
NM_001193466,0.0
NM_001193475,0.0
NM_001193480,0.0
NM_001193483,0.0
NM_001193488,0.0
NM_001193489,0.0
NM_001193493,0.0
NM_001193495,0.0
NM_001193502,0.0
NM_001193513,0.0
NM_001193514,0.0
NM_001193515,0.0
NM_001193517,0.0
NM_001193528,0.0
NM_001193531,0.0
NM_001193533,0.0
NM_001193536,0.0
NM_001193552,0.0
NM_001193557,0.0
NM_001193571,0.0
NM_001193572,0.0
NM_001193582,0.0
NM_001193583,0.0
NM_001193599,0.0
NM_001193600,0.0
NM_001193609,0.0
NM_001193610,0.0
NM_001193611,0.0
NM_001193613,0.0
NM_001193617,0.0
NM_001193628,0.0
NM_001193640,0.0
NM_001193646,0.0
NM_001194937,0.0
NM_001194955,0.0
NM_001194956,0.0
NM_001194986,0.0
NM_001194990,0.0
NM_001194992,0.0
NM_001194995,0.0
NM_001194999,0.0
NM_001195005,0.0
NM_001195007,0.0
NM_001195010,0.0
NM_001195035,0.0
NM_001195044,0.0
NM_001195045,0.0
NM_001195053,0.0
NM_001195056,0.0
NM_001195057,0.0
NM_001195059,0.0
NM_001195071,0.0
NM_001195082,0.0
NM_001195087,0.0
NM_001195098,0.0
NM_001195102,0.0
NM_001195103,0.0
NM_001195104,0.0
NM_001195106,0.0
NM_001195107,0.0
NM_001195125,0.0
NM_001195131,0.0
NM_001195141,0.0
NM_001195144,0.0
NM_001195150,0.0
NM_001195192,0.0
NM_001195193,0.0
NM_001195194,0.0
NM_001195200,0.0
NM_001195201,0.0
NM_001195214,0.0
NM_001195215,0.0
NM_001195216,0.0
NM_001195217,0.0
NM_001195220,0.0
NM_001195228,0.0
NM_001195248,0.0
NM_001195249,0.0
NM_001195250,0.0
NM_001195252,0.0
NM_001195254,0.0
NM_001195261,0.0
NM_001195263,0.0
NM_001195267,0.0
NM_001195278,0.0
NM_001195286,0.0
NM_001195297,0.0
NM_001195302,0.0
NM_001195303,0.0
NM_001195308,0.0
NM_001195396,0.0
NM_001195415,0.0
NM_001195416,0.0
NM_001195422,0.0
NM_001195427,0.0
NM_001195430,0.0
NM_001195432,0.0
NM_001195433,0.0
NM_001195434,0.0
NM_001195446,0.0
NM_001195470,0.0
NM_001195483,0.0
NM_001195532,0.0
NM_001195553,0.0
NM_001195555,0.0
NM_001195556,0.0
NM_001195563,0.0
NM_001195573,0.0
NM_001195576,0.0
NM_001195577,0.0
NM_001195578,0.0
NM_001195597,0.0
NM_001195602,0.0
NM_001195604,0.0
NM_001195622,0.0
NM_001195626,0.0
NM_001195627,0.0
NM_001195628,0.0
NM_001195630,0.0
NM_001195637,0.0
NM_001195643,0.0
NM_001195653,0.0
NM_001195654,0.0
NM_001195677,0.0
NM_001195683,0.0
NM_001195684,0.0
NM_001195685,0.0
NM_001195728,0.0
NM_001195733,0.0
NM_001195790,0.0
NM_001195798,0.0
NM_001195799,0.0
NM_001195800,0.0
NM_001195803,0.0
NM_001195811,0.0
NM_001195822,0.0
NM_001195831,0.0
NM_001197026,0.0
NM_001197027,0.0
NM_001197030,0.0
NM_001197079,0.0
NM_001197104,0.0
NM_001197113,0.0
NM_001197114,0.0
NM_001197115,0.0
NM_001197129,0.0
NM_001197131,0.0
NM_001197218,0.0
NM_001197219,0.0
NM_001197220,0.0
NM_001197221,0.0
NM_001197223,0.0
NM_001197233,0.0
NM_001197234,0.0
NM_001197237,0.0
NM_001197238,0.0
NM_001197239,0.0
NM_001197240,0.0
NM_001197244,0.0
NM_001197246,0.0
NM_001197247,0.0
NM_001197248,0.0
NM_001197249,0.0
NM_001197293,0.0
NM_001197294,0.0
NM_001197296,0.0
NM_001197297,0.0
NM_001197317,0.0
NM_001197318,0.0
NM_001197319,0.0
NM_001197320,0.0
NM_001198,0.0
NM_001198525,0.0
NM_001198526,0.0
NM_001198527,0.0
NM_001198528,0.0
NM_001198529,0.0
NM_001198530,0.0
NM_001198532,0.0
NM_001198533,0.0
NM_001198534,0.0
NM_001198535,0.0
NM_001198536,0.0
NM_001198542,0.0
NM_001198543,0.0
NM_001198546,0.0
NM_001198547,0.0
NM_001198548,0.0
NM_001198549,0.0
NM_001198551,0.0
NM_001198552,0.0
NM_001198558,0.0
NM_001198559,0.0
NM_001198609,0.0
NM_001198611,0.0
NM_001198614,0.0
NM_001198615,0.0
NM_001198616,0.0
NM_001198617,0.0
NM_001198618,0.0
NM_001198619,0.0
NM_001198621,0.0
NM_001198625,0.0
NM_001198626,0.0
NM_001198627,0.0
NM_001198628,0.0
NM_001198631,0.0
NM_001198632,0.0
NM_001198633,0.0
NM_001198634,0.0
NM_001198644,0.0
NM_001198645,0.0
NM_001198656,0.0
NM_001198665,0.0
NM_001198670,0.0
NM_001198671,0.0
NM_001198675,0.0
NM_001198679,0.0
NM_001198681,0.0
NM_001198689,0.0
NM_001198690,0.0
NM_001198759,0.0
NM_001198777,0.0
NM_001198778,0.0
NM_001198779,0.0
NM_001198780,0.0
NM_001198783,0.0
NM_001198786,0.0
NM_001198793,0.0
NM_001198798,0.0
NM_001198799,0.0
NM_001198800,0.0
NM_001198801,0.0
NM_001198802,0.0
NM_001198803,0.0
NM_001198806,0.0
NM_001198818,0.0
NM_001198819,0.0
NM_001198820,0.0
NM_001198832,0.0
NM_001198834,0.0
NM_001198840,0.0
NM_001198843,0.0
NM_001198844,0.0
NM_001198850,0.0
NM_001198851,0.0
NM_001198852,0.0
NM_001198853,0.0
NM_001198854,0.0
NM_001198858,0.0
NM_001198879,0.0
NM_001198908,0.0
NM_001198915,0.0
NM_001198916,0.0
NM_001198938,0.0
NM_001198939,0.0
NM_001198940,0.0
NM_001198942,0.0
NM_001198943,0.0
NM_001198944,0.0
NM_001198950,0.0
NM_001198953,0.0
NM_001198954,0.0
NM_001198956,0.0
NM_001198957,0.0
NM_001198961,0.0
NM_001198962,0.0
NM_001198963,0.0
NM_001198965,0.0
NM_001198966,0.0
NM_001198967,0.0
NM_001198972,0.0
NM_001198973,0.0
NM_001198993,0.0
NM_001198994,0.0
NM_001198995,0.0
NM_001198999,0.0
NM_001199,0.0
NM_001199021,0.0
NM_001199022,0.0
NM_001199040,0.0
NM_001199041,0.0
NM_001199042,0.0
NM_001199058,0.0
NM_001199085,0.0
NM_001199091,0.0
NM_001199099,0.0
NM_001199103,0.0
NM_001199104,0.0
NM_001199107,0.0
NM_001199135,0.0
NM_001199140,0.0
NM_001199142,0.0
NM_001199143,0.0
NM_001199144,0.0
NM_001199145,0.0
NM_001199148,0.0
NM_001199155,0.0
NM_001199156,0.0
NM_001199157,0.0
NM_001199158,0.0
NM_001199165,0.0
NM_001199172,0.0
NM_001199179,0.0
NM_001199180,0.0
NM_001199181,0.0
NM_001199182,0.0
NM_001199183,0.0
NM_001199184,0.0
NM_001199185,0.0
NM_001199189,0.0
NM_001199201,0.0
NM_001199202,0.0
NM_001199208,0.0
NM_001199209,0.0
NM_001199214,0.0
NM_001199241,0.0
NM_001199251,0.0
NM_001199260,0.0
NM_001199261,0.0
